anfitriao_id,anfitriao_nome,anf_data_cadastro,anf_tempo_resposta,anf_taxa_resposta,anf_taxa_aceitacao,super_anfitriao,anf_bairro,anf_num_total_anuncios,anf_foto_perfil,anf_identidade_verificada
16306074,Gustavo,2014-06-02,within a few hours,100%,94%,t,,2.0,t,t
145004617,Luís Cláudio,2017-08-08,within an hour,100%,100%,t,Recreio dos Bandeirantes,2.0,t,t
59907868,Ana Caroline,2016-02-22,within a day,100%,100%,f,,0.0,t,t
152375915,Bruno,2017-09-27,,,0%,f,,1.0,t,f
58345824,Márcia,2016-02-11,a few days or more,0%,0%,f,Catete,1.0,t,t
74619000,Eveline,2016-05-29,within a day,63%,50%,f,,1.0,t,t
20866983,Marcela,2014-09-02,within an hour,100%,75%,f,,1.0,t,t
41811993,Sergio R De T,2015-08-18,within an hour,90%,96%,t,,1.0,t,t
152743571,Daniel,2017-09-30,,,33%,f,,3.0,t,t
147826007,Fábio,2017-08-26,a few days or more,0%,,f,,2.0,t,f
82868006,Leandro,2016-07-10,within a few hours,100%,,f,Copacabana,1.0,t,t
82472403,Claudio,2016-07-08,within a day,100%,40%,t,Barra da Tijuca,1.0,t,f
109622545,Marcelo Chrispim,2017-01-03,within an hour,97%,99%,f,Barra da Tijuca,3.0,t,f
5236840,Alexander,2013-02-26,within an hour,100%,,f,Copacabana,1.0,t,t
152995943,Marcus Vinicius,2017-10-02,,,,f,,1.0,t,f
152997009,Angela,2017-10-02,,,,f,Gávea,1.0,t,t
13541165,Gisele,2014-03-25,a few days or more,0%,0%,f,Ipanema,1.0,t,t
153142214,Rose,2017-10-03,within a few hours,100%,0%,f,,1.0,t,f
153149317,Francine,2017-10-03,within a few hours,100%,,f,Copacabana,1.0,t,t
153160229,Neto,2017-10-03,,,67%,t,,1.0,t,t
153261981,Dinho,2017-10-04,within a few hours,100%,50%,f,Tijuca,2.0,t,t
129801394,Paulo Marcos,2017-05-10,within an hour,100%,,f,,1.0,t,t
152077525,Viviane,2017-09-25,,,,f,,1.0,t,f
100571618,Claire,2016-10-20,,,0%,f,Copacabana,1.0,t,t
149750620,Alexandre,2017-09-08,within a day,50%,100%,f,Recreio dos Bandeirantes,3.0,t,t
6267566,Ariadne,2013-05-07,a few days or more,17%,0%,f,,2.0,t,f
2960213,Lucia,2012-07-16,within a few hours,100%,,f,,3.0,t,t
55786462,Ivan,2016-01-23,,,,f,Flamengo,0.0,t,t
33436744,Marcia,2015-05-15,a few days or more,25%,67%,f,Barra da Tijuca,1.0,t,f
13129197,Suzana,2014-03-14,within an hour,99%,96%,f,,1.0,t,t
20778964,Jaques,2014-08-31,a few days or more,0%,,f,São Conrado,1.0,t,t
153915176,Alaine,2017-10-09,,,,f,,1.0,t,f
148857023,Julio,2017-09-02,within an hour,100%,67%,f,,1.0,t,f
30609133,Fabio,2015-04-04,within a few hours,100%,0%,f,,1.0,t,t
21022421,Carla,2014-09-06,within an hour,100%,100%,f,,1.0,t,t
606990,Humberto,2011-05-20,within an hour,90%,,f,,2.0,t,t
40422563,Evelyn,2015-08-03,within an hour,100%,100%,t,Copacabana,1.0,t,f
150144948,Renan,2017-09-11,,,,t,,3.0,t,t
154484157,Vanda,2017-10-13,within an hour,100%,67%,t,Ipanema,1.0,t,t
101865099,Marina,2016-10-30,within an hour,67%,100%,f,Centro,1.0,t,t
154486349,Lindalva,2017-10-13,a few days or more,0%,100%,f,,4.0,t,f
25167375,Ernesto,2014-12-24,within a day,100%,,f,Copacabana,1.0,t,t
77545395,Marlon,2016-06-13,,,,f,Rocha,3.0,t,t
52249386,Andrea,2015-12-25,,,,f,Santa Teresa,1.0,t,f
3949154,Claudia,2012-10-23,within a few hours,100%,100%,t,Ipanema,2.0,t,t
154580005,Andréia,2017-10-14,within an hour,100%,100%,f,,2.0,t,t
154595629,William,2017-10-14,within an hour,100%,100%,t,,1.0,t,t
151120264,Silviane,2017-09-18,,,0%,f,,1.0,t,f
56896140,Ronald,2016-01-31,within an hour,100%,100%,t,Copacabana,1.0,t,t
77456712,Têmis,2016-06-13,within an hour,89%,100%,f,,1.0,t,t
62525920,Adriana,2016-03-11,,,,f,,7.0,t,t
77322168,Diego,2016-06-12,within a few hours,90%,33%,t,Lapa,10.0,t,t
154495401,Thyrza,2017-10-13,within an hour,100%,,f,,3.0,t,t
154700976,Iremar Leal Da,2017-10-15,a few days or more,0%,,f,,1.0,t,t
19620768,Fernando,2014-08-07,within an hour,100%,0%,f,,1.0,t,t
154968352,Carlos,2017-10-17,within a few hours,80%,100%,t,Botafogo,1.0,t,t
118798017,Alex,2017-03-02,,,,f,Recreio dos Bandeirantes,1.0,t,t
114308290,Steven,2017-02-01,a few days or more,0%,0%,f,Copacabana,1.0,t,t
40693116,Sandra,2015-08-06,,,,f,Laranjeiras,0.0,t,t
727233,Rosalia & Rosalva,2011-06-21,within a day,50%,0%,f,,2.0,t,t
155118499,Phellipe,2017-10-18,within a day,50%,100%,f,,1.0,t,f
151261624,Luiz,2017-09-19,within a few hours,100%,67%,t,Barra da Tijuca,1.0,t,t
109607072,Leandro,2017-01-03,,,,f,Lapa,0.0,t,f
99413516,Hilana,2016-10-12,,,,f,,1.0,t,f
155277313,Fátima,2017-10-19,,,,f,Jardim Botânico,1.0,t,t
84799247,Wallace,2016-07-19,within a day,100%,,t,Santa Teresa,1.0,t,f
11906337,Raphael,2014-02-03,within an hour,100%,99%,t,Ipanema,4.0,t,t
99934073,Hamilton,2016-10-16,within an hour,100%,91%,t,,1.0,t,t
155369391,Marco,2017-10-20,,,,f,Praça da Bandeira,1.0,t,f
55254246,Ronaldo,2016-01-19,within a day,100%,0%,f,Copacabana,3.0,t,t
155642978,Felipe,2017-10-21,,,,f,,1.0,t,f
51694327,Patrícia,2015-12-18,within a day,67%,0%,f,Copacabana,1.0,t,t
155027675,Mariana,2017-10-17,within an hour,91%,100%,f,Ipanema,1.0,t,t
57125793,Soraya,2016-02-02,within an hour,100%,98%,t,,1.0,t,t
38291580,Carolina,2015-07-12,,,,f,,1.0,t,t
10276843,Elaine,2013-11-26,a few days or more,33%,86%,f,,1.0,t,t
155894895,Valéria,2017-10-23,,,,f,,1.0,t,t
149625148,Eduardo,2017-09-07,,,0%,f,Flamengo,1.0,t,f
155413510,Tatiane,2017-10-20,a few days or more,50%,50%,f,,2.0,t,t
131191100,Diana,2017-05-20,,,,f,,1.0,t,t
107584744,José Sabino,2016-12-17,within a few hours,100%,50%,t,Barra da Tijuca,1.0,t,t
16544485,Rodrigo,2014-06-08,within an hour,100%,100%,t,Copacabana,1.0,t,t
75994728,Fernando,2016-06-05,,,100%,f,Lapa,2.0,t,t
156196289,Thea Martha,2017-10-25,,,,f,,2.0,t,t
78093576,Angelica,2016-06-16,,,,f,Barra da Tijuca,2.0,t,t
23847033,Gustavo,2014-11-17,within a few hours,100%,100%,f,,4.0,t,t
156227262,Nicolau,2017-10-25,a few days or more,0%,,f,Barra da Tijuca,1.0,t,f
156291029,Julian,2017-10-26,a few days or more,7%,67%,f,Recreio dos Bandeirantes,1.0,t,f
156095682,Clara,2017-10-24,,,,t,,2.0,t,t
151423619,Gabriela,2017-09-20,within a few hours,100%,94%,t,,2.0,t,t
156338703,Beatriz,2017-10-26,within an hour,100%,83%,f,Ipanema,2.0,t,t
110324651,Denise,2017-01-07,within a few hours,100%,100%,t,Copacabana,1.0,t,t
121765497,Andre Fuschi,2017-03-20,a few days or more,43%,100%,f,,1.0,t,t
156473450,Daniel,2017-10-27,within an hour,100%,67%,f,Copacabana,3.0,t,t
45133557,Wagner,2015-09-26,,,,f,,8.0,t,t
156583804,Gilberto,2017-10-28,within a few hours,100%,86%,f,Copacabana,2.0,t,t
27491470,Nathalia,2015-02-09,,,,f,Urca,1.0,t,t
50266178,Romeu,2015-12-01,within an hour,100%,98%,t,Barra da Tijuca,1.0,t,t
156776125,Gilso Alaerte,2017-10-30,within a day,60%,100%,f,,1.0,t,t
131933987,Luca,2017-05-25,a few days or more,10%,,f,,1.0,t,t
156825141,Aaaaaaaa,2017-10-30,,,,f,Copacabana,1.0,t,f
156968191,André,2017-11-01,,,,f,Andaraí,0.0,t,t
130464836,Ricardo,2017-05-15,,,100%,f,,2.0,t,f
31898183,"Loic, Estelle & Co",2015-04-25,within an hour,100%,80%,f,Copacabana,350.0,t,t
32564238,Eduardo,2015-05-04,within an hour,100%,83%,f,,1.0,t,t
71986179,Juliana,2016-05-14,within a day,100%,50%,f,Glória,2.0,t,f
114244382,Marcelo,2017-01-31,within a few hours,100%,69%,f,Recreio dos Bandeirantes,1.0,t,t
31110170,Rogério,2015-04-12,within an hour,100%,100%,t,Copacabana,3.0,t,t
157360236,Luiz,2017-11-04,,,,f,Abolição,1.0,t,f
125533540,Carolina,2017-04-12,within a few hours,100%,67%,f,Copacabana,1.0,t,t
157381399,Ivan,2017-11-04,,,,f,,2.0,t,t
135213100,Vanderlea,2017-06-15,within an hour,90%,100%,f,Leblon,1.0,t,t
30733436,Danilo,2015-04-06,,,,f,,1.0,t,f
27742248,Maria,2015-02-14,,,,f,,1.0,t,t
157540545,Solange,2017-11-05,,,,f,Lapa,1.0,t,t
35739852,Ana,2015-06-13,within an hour,100%,90%,t,Ipanema,1.0,t,t
19295149,Lucia,2014-08-01,a few days or more,0%,0%,f,,2.0,t,t
121944458,Ruanzinho,2017-03-21,a few days or more,5%,67%,f,,1.0,t,f
157619610,Andrea,2017-11-06,within a day,100%,100%,f,,1.0,t,t
10321102,Antonio Carlos,2013-11-28,within a day,83%,,f,Leblon,1.0,t,t
1304355,Leo,2011-10-17,within a day,50%,100%,f,,1.0,t,t
12997352,Ricardo,2014-03-10,,,,f,,2.0,t,f
157698681,Luciana,2017-11-06,within an hour,100%,100%,f,Barra da Tijuca,1.0,t,f
69587141,Mannia,2016-04-30,within an hour,100%,78%,f,,3.0,t,t
82105216,Sônia,2016-07-06,a few days or more,0%,0%,f,Santa Teresa,1.0,t,f
139880315,Cheyenne,2017-07-11,,,,f,,1.0,t,f
103192028,Matheus,2016-11-10,within a few hours,100%,67%,f,Estacio,3.0,t,t
123513661,Maria Clara,2017-03-30,,,,f,,1.0,t,t
2991112,Aline,2012-07-19,within a day,100%,67%,f,Leme,1.0,t,t
137007102,Fabiana,2017-06-25,within a day,54%,56%,f,Copacabana,2.0,t,t
65960491,Guilherme,2016-04-05,a few days or more,25%,33%,f,Botafogo,1.0,t,t
19538766,Márcia,2014-08-05,,,,t,,2.0,t,t
55120319,Kariny,2016-01-18,,,,f,,1.0,t,f
61261660,Gisela,2016-03-02,,,,f,,3.0,t,t
149988913,Sheila,2017-09-10,within a day,50%,0%,f,,1.0,t,f
16788566,Nick,2014-06-14,within a day,71%,100%,f,,1.0,t,t
16278655,Américo,2014-06-02,,,,f,,2.0,t,f
166067364,Valéria,2018-01-05,,,,f,,2.0,t,f
11385599,Danilo,2014-01-17,within a day,100%,100%,f,,1.0,t,t
156102360,Nadia,2017-10-24,a few days or more,22%,100%,f,,1.0,t,f
108857654,Marcos,2016-12-28,within a few hours,100%,100%,f,Copacabana,2.0,t,f
11974091,Marcelo,2014-02-05,,,,f,Copacabana,3.0,t,f
152967890,Mello,2017-10-02,within a few hours,93%,25%,t,Barra da Tijuca,1.0,t,t
156567136,Aline,2017-10-28,within an hour,100%,92%,t,Glória,1.0,t,t
158772925,Ricardo,2017-11-14,,,,f,Copacabana,1.0,t,f
115502437,Ricardo,2017-02-08,,,,f,,1.0,t,f
61921972,Lea,2016-03-07,a few days or more,0%,100%,f,,3.0,t,t
158825687,Capitu,2017-11-15,within a few hours,80%,86%,f,,0.0,t,f
48355708,Suely,2015-11-06,within an hour,100%,100%,t,Ipanema,2.0,t,t
158841013,Geannine,2017-11-15,within an hour,100%,94%,f,Barra da Tijuca,1.0,t,t
81535554,Sergio,2016-07-03,,,100%,f,Copacabana,1.0,t,f
113346982,Stefan,2017-01-26,within a day,50%,100%,f,Barra da Tijuca,1.0,t,t
158871505,Bernardo,2017-11-15,a few days or more,0%,0%,f,,2.0,t,f
7133713,Isha,2013-06-26,within an hour,100%,99%,t,,3.0,t,t
157980347,Rafael,2017-11-08,,,,f,,1.0,t,f
587700,Tati,2011-05-14,,,,f,Santa Teresa,2.0,t,t
40740016,Jose,2015-08-06,within an hour,100%,100%,t,,1.0,t,t
87565503,Candida,2016-08-02,within a day,50%,33%,f,Copacabana,2.0,t,f
152441811,Thiago,2017-09-28,within an hour,100%,91%,t,Centro,4.0,t,t
159098782,Pedro,2017-11-17,,,0%,f,Barra da Tijuca,1.0,t,t
158569627,Etelvina,2017-11-13,,,,f,,2.0,t,f
159109754,Gabriel,2017-11-17,,,,f,Copacabana,1.0,t,f
159112780,Isabel,2017-11-17,within an hour,71%,99%,f,,1.0,t,t
159119877,Vida,2017-11-17,,,,f,,0.0,t,t
63085579,Recreio Peace & Love .,2016-03-15,,,,f,,1.0,t,t
11768026,Fernando,2014-01-29,within a day,100%,,f,,1.0,t,t
13277888,Maria Goretti,2014-03-18,within a day,100%,100%,t,,1.0,t,t
131475680,Márcio,2017-05-22,,,,f,,2.0,t,t
159358084,Eliana,2017-11-19,,,100%,f,,1.0,t,f
74235136,Mariana,2016-05-27,a few days or more,40%,79%,f,,3.0,t,t
159448100,Antonio,2017-11-20,within a day,100%,80%,f,,1.0,t,t
159477931,Eneida,2017-11-20,within a day,88%,100%,f,,2.0,t,f
12315147,Tina,2014-02-17,,,,f,,0.0,t,t
134591618,Marcos Paulo,2017-06-11,,,,f,,1.0,t,t
159572641,Ana Lucia,2017-11-21,within a few hours,100%,87%,f,Recreio dos Bandeirantes,1.0,t,f
159587650,Luiz R,2017-11-21,,,,f,Flamengo,1.0,t,t
170516353,Rosilaine,2018-01-29,,,,f,,1.0,t,t
159497894,Julio,2017-11-20,,,,f,Copacabana,1.0,t,f
4666275,Ana,2013-01-11,within a few hours,100%,,f,Lagoa,1.0,t,t
99493029,Elber,2016-10-13,within an hour,100%,97%,t,Copacabana,2.0,t,t
12329117,Ana Carolina,2014-02-17,within an hour,100%,100%,f,,1.0,t,t
23704204,Renata,2014-11-13,a few days or more,25%,0%,f,,1.0,t,t
157315903,Leandro Urubatan,2017-11-03,within a day,50%,100%,f,Centro,1.0,t,t
2993489,Daniel Maurício,2012-07-19,within a few hours,100%,100%,t,,6.0,t,t
26054033,Viviane,2015-01-13,,,,f,,2.0,t,t
159841345,Reinaldo,2017-11-23,,,,f,,1.0,t,t
55673192,Marcelo,2016-01-22,within an hour,100%,86%,f,Jardim Botânico,1.0,t,t
66779360,Adriane,2016-04-11,within an hour,100%,100%,t,Copacabana,1.0,t,t
11413986,Ludvick,2014-01-18,within an hour,100%,100%,f,Copacabana,1.0,t,t
154158640,Patricia,2017-10-11,,,,f,Lagoa,1.0,t,f
1199905,Angela,2011-09-23,within an hour,100%,100%,f,Copacabana,0.0,t,f
159750511,Elvira Alves,2017-11-22,,,100%,f,Estacio,1.0,t,t
159490553,Marisa,2017-11-20,,,,f,,1.0,t,f
102869841,Katie,2016-11-07,within a few hours,100%,0%,f,,1.0,t,t
68600588,Juliano,2016-04-24,a few days or more,25%,0%,f,Recreio dos Bandeirantes,3.0,t,t
159702407,Raphael,2017-11-22,within a few hours,100%,60%,f,,1.0,t,f
39344494,Natasha,2015-07-23,within an hour,100%,100%,t,Copacabana,2.0,t,t
85724737,Luiz Eduardo,2016-07-24,within an hour,100%,96%,t,Copacabana,1.0,t,t
160178486,Marta,2017-11-26,,,,f,,1.0,t,t
757964,Carolina,2011-06-29,,,,f,,3.0,t,t
72383831,Thaiane,2016-05-16,within an hour,100%,0%,f,Ipanema,1.0,t,t
140253659,Natália,2017-07-13,,,,f,,1.0,t,t
160313981,Drika,2017-11-27,within a day,100%,50%,f,,3.0,t,t
135798514,Ana Karina,2017-06-19,,,,f,Botafogo,1.0,t,f
3839572,Renata,2012-10-11,,,,f,,1.0,t,t
160341289,Beth,2017-11-27,a few days or more,0%,,f,Copacabana,1.0,t,f
158337869,Vinicius,2017-11-11,within a day,89%,86%,t,,1.0,t,t
11793005,Leonardo,2014-01-30,within a few hours,100%,,f,,2.0,t,f
134595170,Cacilda,2017-06-11,within a few hours,100%,100%,f,,4.0,t,t
3177688,Anna,2012-08-06,,,0%,f,,1.0,t,t
1389248,Solange,2011-11-09,within a few hours,94%,55%,t,,2.0,t,t
9989711,Paula,2013-11-13,a few days or more,0%,,f,Copacabana,1.0,t,f
160466313,Denise,2017-11-28,within a day,70%,86%,f,,1.0,t,f
43483861,Patrícia,2015-09-06,,,,f,Copacabana,1.0,t,f
37640546,Igor,2015-07-06,,,,f,Copacabana,1.0,t,t
86264938,Rosa Maria,2016-07-27,within an hour,100%,14%,t,Leblon,1.0,t,f
160620333,Paulo,2017-11-29,within an hour,98%,100%,t,Vidigal,3.0,t,f
62645124,Thiago,2016-03-12,within a few hours,94%,93%,f,Copacabana,2.0,t,t
70783608,Thomas,2016-05-07,within an hour,100%,96%,t,Copacabana,1.0,t,t
126523462,Fabricio,2017-04-18,,,,f,,1.0,t,f
160735778,Gerusa,2017-11-30,a few days or more,0%,0%,f,Barra da Tijuca,1.0,t,f
160737924,Norma,2017-11-30,,,,f,,1.0,t,f
113343482,Nora Ney,2017-01-26,,,,f,,3.0,t,f
54608655,Lili,2016-01-14,within a few hours,100%,100%,f,,1.0,t,t
8176634,Juliano,2013-08-15,,,100%,f,,3.0,t,f
160835336,Vera Lúcia,2017-12-01,,,,f,Copacabana,1.0,t,f
712931,Liz,2011-06-17,within a day,100%,0%,f,Ipanema,1.0,t,t
1570652,Marcia,2012-01-05,within an hour,100%,83%,t,,1.0,t,t
62531913,Renata,2016-03-11,within a day,90%,0%,t,,2.0,t,t
7783773,Francis,2013-07-28,,,,f,,1.0,t,t
106610011,Marta,2016-12-08,within an hour,100%,100%,t,,1.0,t,t
99284000,Douglas,2016-10-11,a few days or more,25%,0%,f,,1.0,t,f
6861008,Maddalena,2013-06-11,a few days or more,0%,0%,f,,1.0,t,f
51451111,João,2015-12-15,within an hour,100%,92%,t,Copacabana,1.0,t,t
114556537,Glaucio,2017-02-02,within a few hours,80%,100%,t,Barra da Tijuca,3.0,t,t
161113360,Mônica,2017-12-03,,,,f,Recreio dos Bandeirantes,1.0,t,f
161155604,Flávia,2017-12-03,,,,f,,1.0,t,f
158607902,Isa,2017-11-13,within a few hours,100%,0%,t,Botafogo,2.0,t,t
161169293,Solange,2017-12-03,,,,f,Centro,1.0,t,t
161180922,Douglas,2017-12-03,,,,f,,1.0,t,f
22407672,Hedila Meri,2014-10-11,within a day,67%,,f,,3.0,t,t
157711137,Thiago,2017-11-06,,,0%,f,Recreio dos Bandeirantes,2.0,t,f
160866312,Maria,2017-12-01,a few days or more,0%,0%,f,Copacabana,2.0,t,f
161289819,Conrado,2017-12-04,within a few hours,95%,100%,t,Barra da Tijuca,1.0,t,f
112786193,Adriane E Rogério,2017-01-22,within a day,100%,,f,,1.0,t,t
161319100,Fernando,2017-12-04,within a day,80%,100%,f,,2.0,t,f
160772501,Carlos,2017-11-30,within an hour,100%,,f,Copacabana,2.0,t,f
126618241,Reginaldo,2017-04-19,within an hour,100%,91%,f,,1.0,t,t
46637983,Claudia Valeria,2015-10-15,within an hour,100%,100%,t,,1.0,t,t
4952769,Tanja,2013-02-03,,,,f,Santa Teresa,1.0,t,t
73110457,Veronica S Castro,2016-05-20,a few days or more,0%,25%,f,Copacabana,2.0,t,t
160906053,Vinicius,2017-12-01,,,,f,,1.0,t,t
26463340,Cristina,2015-01-21,within a day,90%,63%,t,,3.0,t,t
107020845,Gabriel,2016-12-12,,,,f,,1.0,t,f
75796494,Simony,2016-06-04,,,,f,Botafogo,1.0,t,t
33737802,Bia,2015-05-19,within a few hours,100%,100%,t,Copacabana,1.0,t,t
161326870,Jorge,2017-12-04,a few days or more,0%,0%,f,Copacabana,0.0,t,f
33207961,Elkya,2015-05-12,,,,f,,1.0,t,t
37993576,Genoveva,2015-07-09,within a few hours,100%,100%,f,Botafogo,1.0,t,t
161569318,Marcos,2017-12-06,within an hour,100%,100%,f,,1.0,t,f
10564546,Mariana,2013-12-11,within a day,80%,0%,f,Botafogo,1.0,t,t
23856185,Isabella,2014-11-17,within a day,50%,100%,f,Barra da Tijuca,1.0,t,f
75247731,Denise,2016-06-01,within an hour,100%,100%,t,,0.0,t,t
58568537,Daphne,2016-02-13,,,,t,,1.0,t,t
42943185,Fabiana,2015-08-30,,,,f,,1.0,t,f
96820078,Ana,2016-09-26,within an hour,100%,43%,t,Flamengo,2.0,t,t
161753120,Sandra,2017-12-07,,,75%,f,Copacabana,1.0,t,f
161760017,Eliane,2017-12-07,,,100%,t,Leme,1.0,t,f
12907551,Marianna,2014-03-07,,,100%,t,Lagoa,1.0,t,t
161862577,Ricardo,2017-12-08,a few days or more,0%,100%,f,Copacabana,1.0,t,t
146305474,Ana,2017-08-16,within a day,60%,50%,f,Copacabana,1.0,t,f
147352533,Alexandre,2017-08-23,within an hour,100%,94%,t,Copacabana,1.0,t,t
161942863,Elenita,2017-12-09,a few days or more,0%,0%,f,,1.0,t,t
81444787,Jacques,2016-07-03,,,,f,,1.0,t,t
160282953,Marco,2017-11-27,,,,f,,1.0,t,f
10460011,Bruno,2013-12-05,,,0%,f,,1.0,t,t
161993983,Maria,2017-12-09,,,,f,Laranjeiras,2.0,t,f
28539193,Fernando,2015-03-01,within an hour,100%,92%,t,,1.0,t,t
162022664,Teresa,2017-12-09,,,,t,Copacabana,1.0,t,t
162071230,Ana,2017-12-10,,,,f,Ipanema,1.0,t,t
33840486,Daniella,2015-05-20,within a few hours,100%,50%,f,,1.0,t,t
8870984,Fabrizio,2013-09-16,within an hour,100%,91%,t,Copacabana,1.0,t,t
45957264,Luis,2015-10-07,,,,f,,4.0,t,t
34459302,Gisele,2015-05-28,,,,f,Brás de Pina,1.0,t,t
691311,Marion,2011-06-12,within an hour,100%,100%,f,,3.0,t,t
662146,Deborah,2011-06-03,,,100%,f,São Conrado,3.0,t,t
13949537,Alexander,2014-04-06,within an hour,95%,99%,f,Glória,10.0,t,t
17607026,Marcio,2014-07-03,a few days or more,33%,0%,f,Recreio dos Bandeirantes,1.0,t,f
13380614,Vanessa,2014-03-21,within a day,67%,0%,f,,0.0,t,t
44095941,Elizabeth,2015-09-13,,,,f,,1.0,t,f
111168177,Adriana,2017-01-12,within an hour,100%,20%,f,Lapa,1.0,t,t
24337867,Isabella,2014-11-30,,,,f,,2.0,t,f
162232695,Alexandre,2017-12-11,within a day,100%,,f,Lagoa,2.0,t,f
18887440,Ricardo,2014-07-25,within a day,100%,100%,f,,1.0,t,t
102591160,Antonio,2016-11-05,,,100%,f,Copacabana,1.0,t,t
162458584,Heidy,2017-12-12,,,100%,t,,1.0,t,f
70657099,Silaedson,2016-05-06,within a few hours,100%,,f,Rio Comprido,1.0,t,f
162502784,Lucy,2017-12-13,within an hour,100%,98%,f,Copacabana,2.0,t,t
162634345,Fábio,2017-12-14,within an hour,100%,100%,t,Ipanema,1.0,t,t
15489080,Claudia,2017-12-14,within an hour,100%,91%,f,Lapa,1.0,t,f
22703299,Joao Paulo,2014-10-19,within an hour,100%,75%,f,Leblon,1.0,t,t
162684538,ApartHouse,2017-12-14,,,,f,,2.0,t,f
21482982,Glauco,2014-09-18,within a day,100%,91%,t,Botafogo,3.0,t,t
152057641,Lourdes Maria,2017-09-25,within a few hours,90%,100%,t,,2.0,t,t
162757332,Jerônimo,2017-12-15,,,,f,,1.0,t,f
162790304,Ellen,2017-12-15,,,100%,f,,1.0,t,f
162844505,Neide,2017-12-15,within a few hours,100%,100%,f,Flamengo,2.0,t,f
162921471,Mario,2017-12-16,within a day,50%,,f,São Conrado,1.0,t,f
105820193,Matheus,2016-12-01,within an hour,100%,97%,f,Copacabana,1.0,t,f
162989284,Bruno,2017-12-17,within a few hours,100%,,f,Copacabana,1.0,t,t
43505804,Graça,2015-09-06,,,,f,,0.0,t,f
137810063,Dayana,2017-06-30,,,,f,Copacabana,1.0,t,t
163006418,Carla,2017-12-17,a few days or more,0%,0%,f,,1.0,t,f
34316296,Daniela,2015-05-26,within an hour,100%,100%,t,,2.0,t,t
163043011,Eloá,2017-12-17,,,67%,f,Copacabana,1.0,t,f
163038691,Guilherme,2017-12-17,,,,f,,1.0,t,f
162944497,Gabriel,2017-12-16,,,,f,,1.0,t,f
163102128,Marli,2017-12-17,within a day,56%,75%,f,Copacabana,1.0,t,f
28701262,Ana,2015-03-03,,,,f,Copacabana,1.0,t,f
107293565,Jaqueline,2016-12-14,within a few hours,92%,68%,f,Barra da Tijuca,2.0,t,f
152312131,Thiago,2017-09-27,within an hour,100%,100%,t,Copacabana,3.0,t,t
101558309,Denise,2016-10-27,,,,f,Flamengo,1.0,t,t
121517770,Maria,2017-03-19,within a day,100%,,f,Copacabana,1.0,t,t
15222816,Felipe,2014-05-07,within an hour,100%,,f,Copacabana,1.0,t,t
27229964,Beatriz,2015-02-04,within an hour,100%,98%,f,Ipanema,16.0,t,t
157811908,Rosi,2017-11-07,,,,f,,1.0,t,t
120525492,Raphael,2017-03-13,within a day,100%,50%,f,Barra da Tijuca,1.0,t,t
52698775,Hugo,2015-12-29,within a day,73%,100%,f,,3.0,t,t
94602024,Antonio,2016-09-11,within a few hours,100%,100%,f,,1.0,t,t
104158171,Silvania,2016-11-17,within a day,67%,,f,,1.0,t,f
163342553,Lina,2017-12-19,within an hour,100%,80%,t,Barra da Tijuca,1.0,t,t
159737308,Anamaria,2017-11-22,a few days or more,0%,,f,,1.0,t,f
145202588,Ivone,2017-08-09,within a day,60%,67%,f,,4.0,t,f
21932301,Marcello,2014-09-29,within a day,100%,,t,,1.0,t,t
16224191,Luca,2014-06-01,within a few hours,100%,100%,t,Santa Teresa,1.0,t,t
83272038,Giovana,2016-07-12,,,,f,,1.0,t,t
163468227,Marion,2017-12-20,,,,f,Copacabana,1.0,t,f
163480716,Gerd,2017-12-20,within an hour,100%,100%,t,Botafogo,1.0,t,t
22307717,Tauli,2014-10-08,within an hour,100%,98%,t,,6.0,t,t
163506302,Thereza Cristina,2017-12-20,within an hour,100%,99%,t,Copacabana,1.0,t,t
163549917,Antonio,2017-12-21,,,,f,Santa Teresa,1.0,t,f
162588125,Ana,2017-12-13,within an hour,100%,75%,f,Leblon,2.0,t,f
148301857,Carlos Alberto,2017-08-29,,,,f,Tijuca,1.0,t,f
163636791,Margarida & Cesar,2017-12-21,within a few hours,98%,29%,f,Flamengo,13.0,t,t
163687813,Mario Vicente Carlos,2017-12-22,within a day,50%,75%,f,Copacabana,2.0,t,t
72351481,Bruno,2016-05-16,within a day,80%,64%,f,,1.0,t,t
15462953,Valéria,2014-05-13,,,,f,,2.0,t,t
79159027,Thiago,2016-06-21,a few days or more,9%,0%,f,,1.0,t,t
122979809,Izabele,2017-03-28,within a day,100%,,f,Centro,1.0,t,f
34436665,Jussara,2015-05-28,within a few hours,100%,33%,f,,2.0,t,f
163749150,Shirley,2017-12-22,within a few hours,100%,,f,Barra da Tijuca,5.0,t,f
163674399,Marcia,2017-12-22,,,,f,,1.0,t,f
163834231,Simone,2017-12-23,,,,f,,1.0,t,f
162962603,Ana Claudia,2017-12-16,within a few hours,97%,100%,t,Vidigal,14.0,t,t
106134540,Sergio,2016-12-04,within a day,80%,94%,f,,1.0,t,f
10642479,Luiz,2013-12-15,,,,f,Ipanema,1.0,t,t
163907329,Calvin,2017-12-24,,,,f,Botafogo,1.0,t,t
163623120,Lu,2017-12-21,within a day,50%,,f,,1.0,t,t
164155119,William/Meire,2017-12-25,within an hour,100%,100%,f,Copacabana,1.0,t,t
164209306,Augusto,2017-12-26,,,,t,Ipanema,3.0,t,t
164258385,Carlos,2017-12-26,,,,f,,1.0,t,t
