anfitriao_id,anfitriao_nome,anf_data_cadastro,anf_tempo_resposta,anf_taxa_resposta,anf_taxa_aceitacao,super_anfitriao,anf_bairro,anf_num_total_anuncios,anf_foto_perfil,anf_identidade_verificada
127402918,Savio,2017-04-24,,,,f,Botafogo,1.0,t,t
12994618,Claudia,2014-03-10,within an hour,100%,100%,t,,1.0,t,t
125395131,Jose,2017-04-11,within an hour,100%,97%,t,Leblon,2.0,t,t
105640833,Marcelo Caetano,2016-11-29,within a day,100%,,f,,1.0,t,f
127531221,André,2017-04-25,,,,f,,1.0,t,f
51022310,Alessandra,2015-12-10,within a few hours,100%,90%,f,,1.0,t,t
41462287,Leo,2015-08-14,within an hour,100%,100%,t,Copacabana,1.0,t,t
103003500,Isabela Chacon,2016-11-08,a few days or more,0%,0%,f,,1.0,t,f
85258087,Diego,2016-07-22,within an hour,100%,100%,t,Leme,2.0,t,t
125183575,Igor,2017-04-10,within a day,100%,0%,f,,1.0,t,t
127851011,Maria Fernandes,2017-04-27,within a few hours,100%,0%,f,,1.0,t,t
15772061,Ray,2014-05-20,,,,f,Copacabana,1.0,t,f
15196440,Anna Carolina,2014-05-06,within a day,100%,,f,,1.0,t,t
118410856,Adriane,2017-02-27,within a day,50%,,f,,2.0,t,f
50737346,Luiz,2015-12-07,,,100%,f,Botafogo,3.0,t,t
128453598,Luciene,2017-05-01,,,,f,,1.0,t,f
128730161,Monica,2017-05-03,within a few hours,92%,100%,t,Recreio dos Bandeirantes,1.0,t,t
29972204,Adriane,2015-03-25,within a few hours,92%,80%,f,Leme,1.0,t,t
75153228,Roberto,2016-06-01,within a few hours,100%,,f,Ipanema,3.0,t,t
70805478,Afira,2016-05-07,a few days or more,0%,0%,f,Ipanema,1.0,t,f
26420871,Daniel,2015-01-20,within an hour,100%,100%,t,Lapa,1.0,t,t
84877699,Silvina Paula,2016-07-20,within a few hours,100%,100%,f,Barra da Tijuca,1.0,t,f
74309460,Mirele,2016-05-27,within an hour,100%,92%,t,Recreio dos Bandeirantes,1.0,t,t
129603370,Solange,2017-05-09,within a day,50%,,f,Copacabana,1.0,t,f
31239458,Luiz,2015-04-14,,,,f,Ipanema,1.0,t,t
126855967,Neusi,2017-04-21,,,,f,,0.0,t,f
129743804,Angela,2017-05-10,within a few hours,100%,75%,f,Leme,1.0,t,t
129106788,Geni,2017-05-06,,,,f,,1.0,t,f
119214200,Michele,2017-03-05,within a day,71%,,f,,1.0,t,f
23687835,Anderson,2014-11-13,within a few hours,70%,94%,f,Vila Isabel,1.0,t,t
126803442,Clesio,2017-04-20,a few days or more,0%,0%,f,Copacabana,2.0,t,t
110803615,Pedro,2017-01-10,within an hour,100%,73%,t,Ipanema,1.0,t,t
130418861,Sidney,2017-05-15,,,,f,Recreio dos Bandeirantes,1.0,t,f
111777147,Marcos André,2017-01-16,,,,f,Botafogo,1.0,t,f
6875024,Bernardo,2013-06-12,within a day,91%,95%,t,Recreio dos Bandeirantes,1.0,t,t
130571615,Clemildes,2017-05-16,,,,f,Ipanema,1.0,t,f
11575137,Carol,2014-01-23,,,,f,Botafogo,2.0,t,t
130142302,Aparecida,2017-05-13,within a few hours,100%,79%,t,Ipanema,1.0,t,t
130787844,Frederico,2017-05-17,within a day,100%,100%,f,,1.0,t,f
11102571,Alex,2014-01-07,within a few hours,100%,59%,t,Leblon,1.0,t,t
97274279,Daniel,2016-09-29,within a few hours,73%,72%,f,,3.0,t,t
130958879,Clelia,2017-05-18,within an hour,100%,100%,t,Botafogo,1.0,t,t
131040103,Carlos R,2017-05-19,,,,t,,1.0,t,t
71584678,Lívia,2016-05-12,within a few hours,100%,67%,t,Catete,1.0,t,t
115367635,Rose,2017-02-07,within an hour,100%,100%,t,,1.0,t,t
49370687,Mauricio,2015-11-18,,,,f,,1.0,t,t
131437724,Jane,2017-05-22,within a day,60%,100%,f,Copacabana,0.0,t,f
8496435,Denise,2013-08-28,a few days or more,10%,0%,f,Copacabana,1.0,t,f
539553,Gui,2011-04-27,within an hour,100%,100%,t,Leblon,2.0,t,t
66822356,Vera,2016-04-11,within an hour,100%,100%,t,Barra da Tijuca,4.0,t,t
8032695,Juliana,2013-08-08,,,,f,,1.0,t,t
131669310,Bruno & Marcos,2017-05-23,within an hour,100%,100%,t,Copacabana,17.0,t,t
68201068,Larissa,2016-04-21,within an hour,100%,94%,f,,1.0,t,t
25622946,Andre,2015-01-05,within a few hours,100%,85%,t,Ipanema,1.0,t,t
80951640,Francisca,2016-06-30,,,,f,Botafogo,1.0,t,t
96841550,Roberto,2016-09-26,a few days or more,10%,,f,,2.0,t,f
131964990,Eliane,2017-05-25,within a day,100%,100%,f,Botafogo,1.0,t,f
20286140,Andrea,2014-08-19,a few days or more,0%,,f,,1.0,t,f
132093933,Lance,2017-05-26,,,,f,Santa Teresa,1.0,t,t
87177880,Juliana,2016-08-01,a few days or more,0%,14%,f,,2.0,t,t
32540509,Gustavo,2015-05-03,within a few hours,100%,99%,t,Leblon,2.0,t,t
84504503,Marcello,2016-07-18,a few days or more,46%,86%,f,Flamengo,1.0,t,t
15874420,Marcelo,2014-05-22,,,,f,,1.0,t,f
51538447,Eduardo,2015-12-16,a few days or more,0%,,f,,4.0,t,f
80447655,Lauro,2016-06-28,a few days or more,0%,0%,f,Catete,1.0,t,f
132687615,Naijus,2017-05-30,within a day,50%,50%,f,Barra da Tijuca,1.0,t,f
132688279,Marcus Paulo,2017-05-30,within an hour,100%,100%,t,,1.0,t,t
132800190,Julio,2017-05-31,,,,f,Botafogo,0.0,t,f
115306333,Antonio,2017-02-07,within an hour,100%,100%,f,,2.0,t,t
132828327,Bety,2017-05-31,a few days or more,0%,0%,f,Ipanema,1.0,t,f
132857827,Sergio,2017-05-31,,,100%,f,Lapa,1.0,t,f
132940942,Fabio,2017-06-01,within a few hours,100%,92%,f,,1.0,t,t
83542517,Mônica,2016-07-13,within an hour,100%,97%,t,Recreio dos Bandeirantes,2.0,t,t
133134626,Bárbara,2017-06-02,,,100%,f,,1.0,t,t
48694995,Wivian,2015-11-10,,,,f,,1.0,t,t
81550996,Priscilla,2016-07-03,within a few hours,100%,92%,t,,1.0,t,f
2641359,Thatiana,2012-06-14,,,0%,f,Santa Teresa,1.0,t,t
131093285,Fernando,2017-05-19,within an hour,100%,98%,t,Copacabana,3.0,t,t
133620637,Aline,2017-06-05,,,,f,Copacabana,1.0,t,f
71715367,Norma,2016-05-12,within a few hours,100%,100%,f,,2.0,t,t
1538244,Danes,2011-12-27,within a few hours,100%,100%,f,Barra da Tijuca,1.0,t,t
4581343,Luciana,2013-01-03,a few days or more,43%,0%,f,Ipanema,1.0,t,t
7336913,Cassio,2013-07-07,within an hour,100%,100%,f,,2.0,t,t
22240461,Tatiana,2014-10-07,within a day,82%,99%,t,,2.0,t,t
53077279,Regina,2016-01-02,within a day,100%,,f,,1.0,t,t
134165550,Ronaldo,2017-06-08,a few days or more,0%,,f,,1.0,t,t
36702692,Mauricio,2015-06-25,a few days or more,0%,0%,f,Leblon,1.0,t,f
134278833,Vanuza,2017-06-09,within a few hours,100%,83%,f,,1.0,t,f
134385535,Fabrício,2017-06-10,within an hour,100%,100%,t,Barra da Tijuca,1.0,t,t
133011982,Tatiane Cristina,2017-06-01,within a few hours,100%,100%,f,Lapa,1.0,t,t
62457963,Anna Rosa,2016-03-10,within an hour,100%,92%,t,Ipanema,1.0,t,t
24901092,Juliano,2014-12-16,,,,f,Lapa,1.0,t,f
134747109,Lorena,2017-06-12,within a day,71%,80%,t,Botafogo,1.0,t,t
11132033,Livia,2014-01-08,,,50%,t,Botafogo,1.0,t,t
134852879,Rogerio,2017-06-13,within an hour,100%,100%,f,,1.0,t,f
134957656,Rafael,2017-06-13,,,,f,,1.0,t,f
133348378,Rafael,2017-06-04,within a day,100%,100%,f,Ipanema,1.0,t,f
27909203,Sandra,2015-02-17,,,100%,f,,3.0,t,t
44647415,Roberta & Mauro,2015-09-20,within an hour,100%,99%,t,Copacabana,2.0,t,t
90334983,Luiz,2016-08-16,within an hour,100%,100%,t,Laranjeiras,2.0,t,t
128020742,Fábio,2017-04-28,within a day,71%,31%,f,,6.0,t,t
21717320,Marco,2014-09-24,within an hour,100%,100%,t,Leme,1.0,t,t
110030555,Felipe,2017-01-05,within a few hours,96%,96%,f,Copacabana,2.0,t,t
13724622,José,2014-03-31,within a day,50%,0%,f,,2.0,t,f
5517928,Leandro,2013-03-18,,,,f,Lapa,2.0,t,t
47751943,Paula,2015-10-30,within an hour,100%,56%,f,Barra da Tijuca,1.0,t,f
135816587,Margarida,2017-06-19,,,,f,,1.0,f,f
111081221,Patricia,2017-01-12,,,0%,f,Copacabana,1.0,t,f
135920704,Raquel&Evandro,2017-06-19,,,,f,,1.0,t,f
4952875,Danilo,2013-02-03,,,,f,Botafogo,1.0,t,t
15936537,Fernanda,2014-05-24,,,,f,Recreio dos Bandeirantes,2.0,t,f
136229565,Bruno,2017-06-21,within an hour,100%,100%,t,,1.0,t,t
43168927,Rita,2015-09-02,within an hour,100%,73%,f,Copacabana,2.0,t,t
39918703,Lully,2015-07-29,,,,t,Ipanema,1.0,t,t
136632976,Pedro E Eliane,2017-06-23,within a few hours,100%,,f,Lagoa,1.0,t,t
136735852,Jose,2017-06-24,within an hour,100%,50%,f,Copacabana,1.0,t,t
136660357,Henrique,2017-06-23,,,,f,Glória,1.0,t,f
24706392,Alex,2014-12-10,within an hour,94%,100%,f,Santa Teresa,2.0,t,t
12700321,Eduarda,2014-03-01,within a few hours,90%,83%,f,Recreio dos Bandeirantes,4.0,t,t
92428990,Marcelo,2016-08-29,within an hour,100%,76%,t,Barra da Tijuca,2.0,t,t
103255788,Cosme,2016-11-10,within a few hours,100%,100%,f,Copacabana,1.0,t,t
136986348,Cleuza Nascimento,2017-06-25,within an hour,100%,96%,f,,1.0,t,t
17244708,Eraldo,2014-06-25,a few days or more,26%,0%,f,Copacabana,5.0,t,t
21158091,Plinio,2014-09-10,within an hour,100%,100%,t,,3.0,t,t
137166653,Simone,2017-06-26,within an hour,100%,99%,t,Recreio dos Bandeirantes,2.0,t,f
109480114,Fabio,2017-01-02,,,,f,Ipanema,1.0,t,f
102950028,Rodrigo,2016-11-08,within a few hours,100%,100%,f,Barra da Tijuca,2.0,t,f
80090523,Diogo Césare,2016-06-26,,,,f,,1.0,t,f
10564794,Eduardo,2013-12-11,within a day,75%,20%,f,,5.0,t,t
137481242,Érika,2017-06-28,a few days or more,42%,100%,f,Barra da Tijuca,1.0,t,f
46765741,Americo,2015-10-17,,,,f,,0.0,t,t
86056939,Rozana,2016-07-26,within an hour,100%,100%,t,Copacabana,1.0,t,t
63933781,João,2016-03-21,,,,f,Laranjeiras,1.0,t,t
73935056,Nina,2016-05-25,within a few hours,100%,100%,t,,1.0,t,t
22485415,Carmen,2014-10-13,within an hour,100%,100%,t,Barra da Tijuca,1.0,t,t
88488379,Deisy,2016-08-07,within an hour,100%,89%,f,Ipanema,1.0,t,t
138567281,Bruno,2017-07-04,within a few hours,100%,73%,f,Copacabana,2.0,t,t
138579858,Sergio Henrique De Almeida,2017-07-04,,,,f,,1.0,t,f
33387403,Paulo,2015-05-14,within an hour,100%,100%,t,Ipanema,1.0,t,t
139119342,Ligia,2017-07-07,within a few hours,100%,88%,f,,6.0,t,f
115507233,Penha,2017-02-08,within an hour,100%,100%,t,Ipanema,2.0,t,t
393193236,Maria,2021-03-18,,,,f,,1.0,t,f
61322375,Rodrigo,2016-03-02,within an hour,100%,100%,t,Copacabana,1.0,t,t
35459536,Luciana,2015-06-10,within an hour,100%,50%,f,Ipanema,2.0,t,f
137902189,Jorge,2017-06-30,within an hour,100%,94%,t,,1.0,t,t
108065790,Diego,2016-12-21,within an hour,100%,100%,t,,2.0,t,t
54764436,Carina,2016-01-15,within an hour,100%,100%,t,Copacabana,1.0,t,t
138793832,Cristina,2017-07-05,within an hour,100%,100%,t,Copacabana,1.0,t,t
125350537,Roberto Carlos,2017-04-11,within an hour,100%,100%,t,Barra,7.0,t,t
139712649,Maria Magdala,2017-07-10,within a day,50%,0%,f,Copacabana,1.0,t,f
139744801,Andrea,2017-07-10,within a few hours,84%,91%,t,Ipanema,3.0,t,f
139848689,Mônica,2017-07-11,within a few hours,70%,100%,t,,1.0,t,t
89566027,Esther,2016-08-12,,,,f,,1.0,t,f
139942729,Eduardo,2017-07-11,within a few hours,100%,,f,Copacabana,1.0,t,t
139867259,Manuel Marques,2017-07-11,within a few hours,100%,89%,t,Recreio dos Bandeirantes,5.0,t,f
140232961,Ana Paula,2017-07-13,within an hour,100%,100%,t,,1.0,t,t
127028386,Renata,2017-04-22,a few days or more,0%,,f,,1.0,t,f
140502806,Luiza,2017-07-14,within an hour,100%,100%,t,Barra da Tijuca,1.0,t,t
140589901,Thabata,2017-07-15,,,,f,,1.0,t,f
140620117,Luiz Sávio,2017-07-15,a few days or more,40%,100%,f,,1.0,t,f
13936585,Gil Fraiha E Ana Maria,2014-04-05,within a few hours,100%,0%,f,Ipanema,4.0,t,f
140694597,Denise,2017-07-16,within an hour,100%,100%,f,,3.0,t,t
14032885,Ricardo,2014-04-08,,,,f,,2.0,t,t
140919167,Juarez,2017-07-17,,,,f,Flamengo,1.0,t,f
140957508,Paulo Ricardo,2017-07-17,,,,f,Recreio dos Bandeirantes,1.0,t,f
140979215,Ramon,2017-07-17,,,,f,São Cristóvão,1.0,t,f
141037469,Rogério,2017-07-17,within a few hours,100%,70%,t,Barra da Tijuca,1.0,t,t
66649352,Luana Capaverde,2016-04-10,within a few hours,71%,50%,f,,5.0,t,t
53547761,Geruza,2016-01-06,,,,f,,1.0,t,f
77146003,Izabel,2016-06-11,within an hour,93%,90%,t,Barra da Tijuca,2.0,t,t
77886484,Aline,2016-06-15,within an hour,100%,50%,f,Copacabana,3.0,t,t
80587410,Leandro,2016-06-28,,,,f,,1.0,t,t
141326535,José,2017-07-19,within an hour,100%,100%,t,Ipanema,1.0,t,t
113432524,Daniele,2017-01-26,,,,f,Engenho Novo,1.0,t,f
141599909,Lenora,2017-07-20,,,,f,Barra da Tijuca,1.0,t,t
141725508,Lucio,2017-07-21,within a few hours,100%,96%,f,Copacabana,1.0,t,f
135555897,Erica,2017-06-17,a few days or more,0%,,f,,1.0,t,t
141866453,Vanessa,2017-07-22,,,,t,Copacabana,6.0,t,t
3308731,Luiz Gustavo,2012-08-19,within a day,81%,33%,f,,3.0,t,t
25026881,Ana Luiza,2014-12-20,,,,f,Copacabana,1.0,t,t
142099924,Sandra,2017-07-23,within a few hours,100%,,t,Lapa,1.0,t,t
136547430,Juliana,2017-06-23,within an hour,100%,100%,t,Copacabana,2.0,t,t
132089924,Claudia,2017-05-26,within a day,100%,0%,f,Ipanema,1.0,t,t
4081615,Paula,2012-11-07,,,,f,,0.0,t,f
48181162,Catharina,2015-11-04,within an hour,100%,73%,t,,1.0,t,t
142513458,Vânia,2017-07-25,a few days or more,0%,57%,f,,2.0,t,t
115783339,Helena,2017-02-10,within an hour,94%,98%,f,Copacabana,6.0,t,t
69109593,Cassio,2016-04-26,within an hour,97%,95%,f,Vila Clementino,4.0,t,t
83054173,Marta,2016-07-11,within an hour,100%,100%,f,Botafogo,1.0,t,t
136890763,Luciana,2017-06-25,within an hour,100%,100%,f,,1.0,t,t
143228599,Fernanda,2017-07-29,,,,f,,0.0,t,f
112333283,Rodrigo,2017-01-19,within an hour,100%,95%,t,Recreio dos Bandeirantes,1.0,t,t
51736860,Gisele,2015-12-19,a few days or more,25%,0%,f,Recreio dos Bandeirantes,1.0,t,t
143349630,Rafael,2017-07-30,within a few hours,83%,75%,f,,1.0,t,t
80154642,Tulio,2016-06-27,within a day,75%,100%,f,Recreio dos Bandeirantes,1.0,t,f
143384369,Rosilene,2017-07-30,within a few hours,80%,40%,f,Copacabana,1.0,t,t
143564306,Andréa,2017-07-31,within a day,50%,0%,f,Copacabana,2.0,t,f
150451739,Isabela,2017-09-13,,,,f,,1.0,t,f
52491124,Ana,2015-12-28,,,,f,,2.0,t,t
6508765,Felipe,2013-05-21,within a few hours,93%,,f,Leblon,2.0,t,t
66787188,Juan Miguel & Betty,2016-04-11,within an hour,100%,95%,t,Ipanema,2.0,t,t
99250595,Eliane,2016-10-11,within an hour,90%,100%,f,Copacabana,1.0,t,t
143945580,Paula,2017-08-02,,,,f,,1.0,t,f
143951218,Maria Gorete,2017-08-02,within a few hours,100%,95%,f,Copacabana,2.0,t,f
143980353,Maricy,2017-08-02,within a few hours,100%,50%,f,Ipanema,2.0,t,t
82465091,Felipe,2016-07-08,,,,f,,1.0,t,t
136988556,Mauricio,2017-06-25,within a few hours,100%,90%,f,Copacabana,6.0,t,t
100693784,Aida,2016-10-21,within a day,70%,79%,f,Copacabana,5.0,t,t
1138839,Carlos,2011-09-10,,,,f,Copacabana,2.0,t,f
144477070,Claudio,2017-08-05,within an hour,100%,100%,t,Leblon,1.0,t,t
62951433,Maud,2016-03-14,,,,f,Leblon,2.0,t,t
133823005,Ana Júlia,2017-06-06,within a few hours,100%,0%,f,Recreio dos Bandeirantes,2.0,t,t
116968072,Suzy,2017-02-18,a few days or more,0%,100%,f,,0.0,t,f
26414324,Rio LifeTime,2015-01-20,within a day,71%,40%,f,Copacabana,6.0,t,t
50843251,Alessandra,2015-12-08,,,,f,,1.0,t,f
144655860,Anna Carolina,2017-08-06,,,,f,,1.0,t,f
76543192,Arabela,2016-06-08,within an hour,100%,94%,t,Leblon,1.0,t,t
144599686,Fernanda & Marta,2017-08-06,,,,f,Ipanema,1.0,t,t
4045502,Mark,2012-11-03,,,,f,Leme,2.0,t,t
144691387,Júlia,2017-08-06,within an hour,90%,83%,f,Copacabana,1.0,t,f
144952811,Mônica,2017-08-08,within a day,100%,100%,f,Botafogo,2.0,t,f
145144655,Breno,2017-08-09,,,,f,Tijuca,2.0,t,t
64059338,Marcio,2016-03-22,within a few hours,90%,59%,t,Copacabana,2.0,t,t
4200153,Creuza,2012-11-20,,,,f,Laranjeiras,1.0,t,f
14878390,Mara,2014-04-29,,,,f,,2.0,t,f
90863626,Vera,2016-08-19,within a few hours,100%,100%,f,Botafogo,1.0,t,t
5490659,Atalia,2013-03-16,within an hour,90%,100%,f,,1.0,t,t
95948304,Marcio,2016-09-19,within a few hours,90%,100%,f,Barra da Tijuca,1.0,t,t
43901748,Lua,2015-09-10,,,,f,,1.0,t,t
62013798,Andre,2016-03-07,within an hour,100%,100%,f,Barra da Tijuca,1.0,t,t
3649885,Roberto,2012-09-23,within a few hours,90%,55%,t,Copacabana,3.0,t,t
52812778,Cláudia,2015-12-30,,,100%,f,,1.0,t,t
10329988,Fabio,2013-11-29,,,,t,Copacabana,1.0,t,t
6414637,Luciana,2013-05-15,within an hour,100%,98%,t,Barra da Tijuca,1.0,t,f
99286037,Lucineia,2016-10-11,within a few hours,100%,100%,t,Engenho Novo,1.0,t,t
146524765,Ana,2017-08-17,,,,f,,1.0,t,f
12612499,Renata,2014-02-26,a few days or more,0%,0%,f,,1.0,t,t
29383475,Guilherme,2015-03-15,,,,f,Recreio dos Bandeirantes,2.0,t,t
13603076,Andre,2014-03-27,within a few hours,100%,100%,t,,1.0,t,t
146364623,Marcia,2017-08-16,,,,f,Humaitá,1.0,t,f
101269669,Gustavo,2016-10-25,,,,f,,1.0,t,f
100433765,Patrícia,2016-10-19,,,,f,Copacabana,1.0,t,f
140825802,Elsa,2017-07-16,,,100%,f,,1.0,t,f
146961095,Evandro,2017-08-20,within an hour,100%,100%,t,,1.0,t,t
147027177,Edivaldo,2017-08-21,,,,f,Recreio dos Bandeirantes,1.0,t,f
77550124,Marcelo,2016-06-13,within a few hours,100%,92%,f,Copacabana,1.0,t,t
49838582,Gis,2015-11-25,a few days or more,0%,,f,,1.0,t,f
147103314,Maria Lucia,2017-08-21,within an hour,100%,98%,t,Copacabana,2.0,t,t
147107847,Glória,2017-08-21,within a few hours,84%,36%,f,Copacabana,8.0,t,t
147108478,Gis,2017-08-21,,,,f,,1.0,t,f
8158625,Tomyris,2013-08-14,within a day,100%,,f,Ipanema,1.0,t,t
142877271,Aline,2017-07-27,,,,f,,1.0,t,f
147273836,Elizabeth,2017-08-22,within a day,50%,100%,f,,2.0,t,f
9347173,Cynthia,2013-10-10,a few days or more,0%,100%,f,,2.0,t,t
113894117,Roberta,2017-01-29,,,,f,,2.0,t,f
2429057,Olimpia,2012-05-21,within a few hours,70%,100%,f,Barra da Tijuca,2.0,t,f
71469900,Rudah,2016-05-11,a few days or more,0%,,f,,1.0,t,f
147616035,Sean,2017-08-25,within a few hours,100%,33%,f,,1.0,t,t
97161532,Tereza Sabrina,2016-09-28,a few days or more,0%,0%,f,,1.0,t,t
115804977,Ângelo,2017-02-10,,,,f,Glória,2.0,t,t
147946652,Renato,2017-08-27,within an hour,100%,,f,Copacabana,1.0,t,f
118709261,Rodrigo A L,2017-03-01,,,,f,Parada de Lucas,1.0,t,t
27531233,Tiago,2015-02-10,within an hour,98%,99%,t,São Conrado,5.0,t,t
5199068,Daniela,2013-02-23,within an hour,94%,98%,t,Copacabana,2.0,t,t
103559868,Lucy,2016-11-13,within an hour,100%,86%,f,Flamengo,1.0,t,t
148104435,Rogerio,2017-08-28,within an hour,100%,93%,t,Copacabana,1.0,t,f
28745437,Del,2015-03-04,within an hour,100%,98%,f,,2.0,t,t
148198904,Marco/Sara,2017-08-29,within an hour,100%,100%,t,,3.0,t,t
85063703,Allan,2016-07-21,a few days or more,0%,100%,f,Santa Teresa,1.0,t,f
148222584,Jorge,2017-08-29,within an hour,100%,100%,t,Copacabana,1.0,t,t
148210212,Angela,2017-08-29,a few days or more,60%,0%,f,Ipanema,1.0,t,t
43811798,Alugo,2015-09-09,a few days or more,13%,100%,f,Vidigal,5.0,t,t
148264126,Gina,2017-08-29,within an hour,100%,,f,Ipanema,1.0,t,f
148277984,Zeca,2017-08-29,within an hour,80%,100%,f,,1.0,t,f
148355775,Facundo,2017-08-30,,,,f,,1.0,t,f
43594754,AnaCecilia,2015-09-07,within an hour,100%,100%,t,,5.0,t,t
148421970,Kiko,2017-08-30,within a day,100%,,f,Barra da Tijuca,1.0,t,t
145176530,Marco,2017-08-09,within a day,90%,79%,f,Lagoa,6.0,t,t
54351415,Hannes,2016-01-12,within a few hours,100%,93%,f,Miðbær,10.0,t,t
2942002,Paulo Fernando,2012-07-15,within an hour,100%,36%,t,Copacabana,1.0,t,t
51664606,Luciano,2015-12-18,within an hour,100%,71%,t,Recreio dos Bandeirantes,1.0,t,t
65454080,Ivannia,2016-04-02,within a few hours,100%,0%,f,,1.0,t,f
125047532,Gabriel,2017-04-09,,,,f,,3.0,t,t
148831702,Ernesto,2017-09-02,,,0%,f,,1.0,t,f
148802524,Alejandro,2017-09-02,within a day,50%,67%,f,Barra da Tijuca,1.0,t,t
59519391,Márcio,2016-02-19,within an hour,99%,99%,t,Ipanema,6.0,t,t
296606,Marcus Vinicius,2010-11-23,,,,f,Barra da Tijuca,1.0,t,t
145790641,Clara,2017-08-13,within an hour,100%,100%,t,Leme,1.0,t,t
149062690,João Paulo,2017-09-04,,,,f,,1.0,t,f
149108382,Mariana,2017-09-04,,,,f,Recreio dos Bandeirantes,1.0,t,t
149126575,Claudio Peter,2017-09-04,,,,f,,1.0,t,f
146965371,Cristina,2017-08-20,,,,f,Flamengo,1.0,t,f
149167717,Gabriel,2017-09-04,within an hour,100%,100%,f,Copacabana,3.0,t,t
140837316,Vera Lucia,2017-07-16,within a few hours,100%,86%,f,,3.0,t,f
95691605,Gabriel,2016-09-18,within an hour,100%,100%,t,Copacabana,1.0,t,t
149290993,Londoner,2017-09-05,within a day,67%,100%,f,,1.0,t,t
149585469,Soraia,2017-09-07,,,,f,,1.0,t,f
149628300,Maria,2017-09-07,,,,f,,2.0,t,f
149725163,Neide,2017-09-08,,,,f,Copacabana,2.0,t,t
149134648,Rodrigo,2017-09-04,a few days or more,0%,100%,f,Copacabana,1.0,t,t
149852864,Isabela,2017-09-09,,,,f,Copacabana,2.0,t,f
149856351,Anamaria,2017-09-09,within an hour,100%,100%,t,Copacabana,1.0,t,t
2326320,Erik,2012-05-08,within an hour,100%,100%,t,Copacabana,4.0,t,t
135732171,Izabella,2017-06-18,,,,f,,1.0,t,t
149883613,Ronaldo,2017-09-09,within an hour,100%,100%,t,Lapa,1.0,t,t
100161753,Igor,2016-10-18,,,,f,,2.0,t,f
97236181,Julio,2016-09-29,,,,f,,1.0,t,f
75293201,Nelson,2016-06-01,within an hour,100%,100%,f,,1.0,t,t
96211591,Rosi,2016-09-21,within a few hours,100%,100%,f,Copacabana,3.0,t,f
2890531,Gustavo,2012-07-10,,,,f,Lapa,1.0,t,f
5819303,Havana,2013-04-07,,,67%,f,Copacabana,1.0,t,f
146210666,Nicolas,2017-08-15,within a day,100%,80%,f,Copacabana,1.0,t,f
57228617,Renato,2016-02-03,within a few hours,100%,50%,f,Humaitá,4.0,t,f
60509354,Nelly,2016-02-26,,,,f,Copacabana,2.0,t,f
62267813,Joana,2016-03-09,within a few hours,100%,,f,,1.0,t,t
5360267,Marcel,2013-03-07,within an hour,100%,,f,,1.0,t,f
64964483,Carolina,2016-03-29,within an hour,95%,98%,f,,2.0,t,t
150309910,Harvey,2017-09-12,within an hour,100%,100%,t,Leblon,2.0,t,t
150330182,Luiza,2017-09-12,within a few hours,100%,81%,f,Ipanema,1.0,t,t
150340903,Paulo Vinicius,2017-09-12,,,100%,f,,1.0,t,f
31996175,Sergio,2015-04-26,within an hour,100%,,f,,1.0,t,f
150564570,Maria,2017-09-14,within an hour,100%,100%,f,Catete,1.0,t,f
94694727,Eduardo,2016-09-11,within a few hours,100%,0%,f,Santa Teresa,1.0,t,t
89031820,Flavia,2016-08-10,within an hour,100%,100%,f,,1.0,t,t
15122116,Duarte,2014-05-05,within a day,67%,,f,,2.0,t,t
111338078,André,2017-01-13,within an hour,90%,100%,t,Leblon,2.0,t,t
32825763,Carlos Alberto,2015-05-07,within a day,90%,40%,f,Barra da Tijuca,3.0,t,f
150825200,Shirlei,2017-09-16,,,,f,,1.0,t,f
147662596,Jessica,2017-08-25,a few days or more,0%,0%,f,Ipanema,2.0,t,t
113068143,Alan,2017-01-24,within a few hours,90%,100%,t,Copacabana,2.0,t,t
150983022,Marilene Carvalho,2017-09-17,within a day,100%,,f,,0.0,t,f
64449447,Mario,2016-03-25,a few days or more,0%,,f,Copacabana,1.0,t,f
13021665,Ernesto,2014-03-11,within an hour,100%,,f,Copacabana,1.0,t,f
99066377,Viviane,2016-10-10,,,,f,,2.0,t,t
54623640,Doralice,2016-01-14,within a few hours,100%,67%,t,Flamengo,1.0,t,f
25661929,Martha,2015-01-05,within an hour,100%,96%,t,,2.0,t,t
58151032,Diogo,2016-02-10,,,,f,,1.0,t,t
48390375,Beatriz,2015-11-07,,,50%,f,Maria da Graça,2.0,t,t
151461240,Jaqueline U. Thorsten,2017-09-20,,,,t,Copacabana,1.0,t,t
86688268,Duilio,2016-07-29,within an hour,100%,100%,f,São Cristóvão,0.0,t,t
151815437,Marcelo,2017-09-23,,,,f,Copacabana,1.0,t,f
11669030,Ana Julia,2014-01-26,within an hour,100%,65%,t,Barra da Tijuca,3.0,t,t
120113752,Carmem,2017-03-10,within an hour,100%,100%,t,Copacabana,1.0,t,f
19068577,Luiz,2014-07-28,,,,f,,1.0,t,t
98401674,Paula,2016-10-06,a few days or more,20%,0%,f,Leblon,1.0,t,f
152217261,Taina,2017-09-26,within an hour,100%,90%,f,Ipanema,13.0,t,t
152342650,Custódio,2017-09-27,within a few hours,100%,85%,t,Lapa,1.0,t,t
120632324,Nara,2017-03-13,within an hour,100%,86%,f,,2.0,t,t
132086228,Emanuel,2017-05-26,within a few hours,100%,98%,f,Catete,1.0,t,f
